2, 100, 756087, 120266, 876353, 192, 626.385, 259, 78
3, 200, 762254, 121806, 884060, 197, 618.307, 259, 78
4, 300, 743269, 116459, 859728, 190, 612.941, 259, 78
5, 400, 738283, 114258, 852541, 190, 601.357, 258, 78
6, 500, 736458, 113767, 850225, 190, 598.774, 258, 78
7, 600, 731507, 112506, 844013, 189, 595.271, 258, 78
8, 701, 720165, 110063, 830228, 186, 591.736, 258, 78
9, 801, 722899, 110273, 833172, 188, 586.559, 258, 78
10, 901, 708392, 106823, 815215, 182, 586.938, 258, 78
11, 1001, 717784, 109923, 827707, 188, 584.699, 258, 78
12, 1101, 703815, 105964, 809779, 182, 582.222, 258, 78
13, 1201, 701067, 105292, 806359, 181, 581.726, 258, 78
14, 1302, 700209, 105721, 805930, 182, 580.883, 258, 78
15, 1402, 692792, 103573, 796365, 179, 578.617, 258, 78
16, 1502, 683541, 101738, 785279, 176, 578.056, 258, 78
17, 1602, 686112, 102150, 788262, 177, 577.121, 258, 78
18, 1702, 695920, 104844, 800764, 182, 576.066, 258, 78
19, 1802, 686055, 103404, 789459, 179, 577.675, 259, 78
20, 1902, 683814, 101775, 785589, 178, 571.769, 258, 78
21, 2003, 682994, 101864, 784858, 178, 572.268, 258, 78
22, 2103, 684505, 101241, 785746, 178, 568.768, 258, 78
23, 2203, 683481, 101922, 785403, 179, 569.395, 258, 78
24, 2303, 672123, 98840.1, 770963, 174, 568.046, 258, 78
25, 2403, 678806, 100617, 779423, 177, 568.46, 258, 78
26, 2503, 669156, 97769.7, 766926, 173, 565.143, 258, 78
27, 2604, 678608, 100372, 778980, 177, 567.075, 258, 78
28, 2704, 666832, 98266.5, 765099, 173, 568.015, 258, 78
29, 2804, 672099, 99010.2, 771109, 175, 565.773, 258, 78
30, 2904, 665278, 96852, 762130, 172, 563.093, 258, 78
31, 3004, 666278, 97878.2, 764156, 173, 565.77, 258, 78
32, 3104, 667128, 98383, 765511, 174, 565.419, 258, 78
33, 3205, 667308, 98318.1, 765626, 174, 565.046, 258, 78
34, 3305, 667339, 97962.9, 765302, 174, 563.005, 258, 78
35, 3405, 662256, 97454.6, 759711, 172, 566.597, 258, 78
36, 3505, 672676, 99376.3, 772052, 176, 564.638, 258, 78
37, 3605, 661930, 97284.5, 759215, 172, 565.608, 258, 78
38, 3705, 663355, 97945.5, 761300, 173, 566.159, 258, 78
39, 3805, 669365, 98829, 768194, 175, 564.737, 258, 78
40, 3906, 656438, 95610.2, 752048, 169, 565.741, 258, 78
41, 4006, 662352, 97247.5, 759599, 172, 565.392, 258, 78
42, 4106, 660864, 97320.7, 758185, 172, 565.818, 258, 78
43, 4206, 663230, 98219.6, 761450, 173, 567.743, 258, 78
44, 4306, 655865, 95865.6, 751731, 169, 567.252, 258, 78
45, 4406, 663741, 98354.3, 762095, 173, 568.522, 258, 78
46, 4507, 662664, 97776.5, 760441, 172, 568.468, 258, 78
47, 4607, 660528, 96776, 757304, 171, 565.941, 258, 78
48, 4707, 658367, 97159.4, 755526, 171, 568.183, 258, 78
49, 4807, 660329, 97766.7, 758096, 172, 568.411, 258, 78
50, 4907, 656869, 96828.5, 753698, 170, 569.579, 258, 78
51, 5007, 652669, 96168.2, 748837, 169, 569.043, 258, 78
52, 5108, 659337, 97801.8, 757139, 172, 568.615, 258, 78
53, 5208, 666325, 99143, 765468, 174, 569.787, 258, 78
54, 5308, 661116, 98641.3, 759757, 173, 570.181, 258, 78
55, 5408, 658123, 98289.6, 756413, 172, 571.451, 258, 78
56, 5508, 657369, 98384.8, 755754, 172, 572.005, 258, 78
57, 5608, 652161, 96522.3, 748683, 169, 571.138, 258, 78
58, 5708, 657327, 97968.2, 755295, 171, 572.913, 258, 78
59, 5809, 654492, 97917.2, 752409, 171, 572.615, 258, 78
60, 5909, 655368, 97599.4, 752967, 171, 570.757, 258, 78
61, 6009, 656112, 97995.8, 754108, 171, 573.075, 258, 78
62, 6109, 652164, 97541.1, 749705, 170, 573.771, 258, 78
63, 6209, 654477, 96739.4, 751216, 170, 569.055, 258, 78
