2, 100, 562645, 103971, 666616, 225, 462.093, 131, 104
3, 200, 557944, 101495, 659439, 224, 453.102, 131, 104
4, 300, 552561, 99455.9, 652017, 220, 452.072, 131, 104
5, 400, 548347, 98163.5, 646510, 220, 446.198, 131, 104
6, 500, 543663, 96318, 639981, 218, 441.826, 131, 104
7, 600, 545189, 96943.8, 642133, 220, 440.653, 131, 104
8, 701, 540260, 95031.9, 635292, 217, 437.935, 131, 104
9, 801, 535463, 94486.3, 629949, 217, 435.421, 131, 104
10, 901, 536777, 94393.6, 631171, 219, 431.021, 131, 104
11, 1001, 530950, 92552, 623502, 216, 428.481, 131, 104
12, 1101, 526100, 90842, 616942, 212, 428.5, 131, 104
13, 1201, 526576, 90253.1, 616829, 213, 423.723, 131, 104
14, 1302, 523989, 91331.4, 615320, 213, 428.786, 131, 104
15, 1402, 523840, 91357.6, 615198, 214, 426.905, 131, 104
16, 1502, 521280, 90197.6, 611478, 212, 425.46, 131, 104
17, 1602, 518746, 90144.9, 608891, 212, 425.212, 131, 104
18, 1702, 522305, 91373, 613678, 215, 424.991, 130, 104
19, 1802, 516282, 89377.5, 605659, 210, 425.607, 130, 104
20, 1903, 517932, 90245.4, 608177, 212, 425.686, 130, 104
21, 2003, 519148, 91670.5, 610818, 215, 426.374, 130, 104
22, 2103, 514594, 89857.5, 604452, 211, 425.865, 130, 104
23, 2203, 507207, 87663.5, 594871, 207, 423.495, 130, 104
24, 2303, 513536, 89057.2, 602593, 211, 422.072, 130, 104
25, 2403, 512608, 89282, 601890, 211, 423.137, 130, 104
26, 2504, 508467, 86978.3, 595445, 208, 418.165, 130, 104
27, 2604, 511829, 87832.4, 599661, 211, 416.267, 130, 104
28, 2704, 515569, 90069.5, 605638, 216, 416.988, 130, 104
29, 2804, 510778, 87624.4, 598402, 211, 415.281, 130, 104
30, 2904, 506076, 86257.6, 592334, 208, 414.7, 130, 104
31, 3004, 507280, 86309.4, 593589, 208, 414.949, 130, 104
32, 3105, 508763, 86890.7, 595654, 210, 413.765, 130, 104
33, 3205, 505117, 85373.5, 590491, 207, 412.433, 130, 104
34, 3305, 505790, 85764.2, 591554, 208, 412.328, 130, 104
35, 3405, 508213, 86901.6, 595115, 211, 411.856, 130, 104
36, 3505, 503140, 84696.2, 587836, 206, 411.147, 130, 104
37, 3605, 507405, 85517.9, 592923, 210, 407.228, 130, 104
38, 3706, 505946, 85046.4, 590992, 208, 408.877, 130, 104
39, 3806, 502853, 84138.1, 586991, 206, 408.437, 130, 104
40, 3906, 507583, 85239.5, 592822, 210, 405.902, 130, 104
41, 4006, 500148, 82569.5, 582718, 203, 406.747, 130, 104
42, 4106, 506160, 84345, 590505, 208, 405.505, 130, 104
43, 4206, 505160, 83937.1, 589097, 207, 405.493, 130, 104
44, 4307, 505309, 84010.2, 589319, 207, 405.847, 130, 104
45, 4407, 503459, 83798.4, 587257, 206, 406.788, 130, 104
46, 4507, 506742, 84790.3, 591532, 209, 405.695, 130, 104
47, 4607, 504661, 84112.8, 588774, 207, 406.342, 130, 104
48, 4707, 504799, 84147.4, 588946, 207, 406.509, 130, 104
49, 4807, 500317, 83550.4, 583867, 205, 407.563, 130, 104
50, 4907, 501272, 83582.8, 584855, 206, 405.742, 130, 104
51, 5008, 503960, 84095.9, 588056, 207, 406.26, 130, 104
52, 5108, 500523, 83314.9, 583838, 205, 406.414, 130, 104
53, 5208, 504988, 84698.6, 589687, 208, 407.205, 130, 104
54, 5308, 504429, 84766.3, 589195, 208, 407.53, 130, 104
55, 5408, 503953, 84652.9, 588606, 207, 408.951, 130, 104
56, 5508, 497486, 82728.2, 580214, 203, 407.528, 130, 104
57, 5609, 499100, 82940.7, 582041, 204, 406.572, 130, 104
58, 5709, 499768, 84459.5, 584228, 205, 411.998, 130, 104
